,Unnamed: 0.1,Duration,Checking account,Credit amount,Purpose,Job,Sex,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
1206,1206,12,moderate,888,car,1.0,male,kaggle,little,own,bad,41,391779.0,656
1207,1207,60,,13756,car,3.0,male,kaggle,,free,good,63,391779.0,373
1208,1208,24,,3863,business,2.0,male,kaggle,little,free,good,32,391779.0,599
1209,1209,18,,629,radio/TV,3.0,male,kaggle,quite rich,own,good,32,391779.0,710
1210,1210,21,little,3763,car,1.0,male,kaggle,,own,good,24,391779.0,906
1211,1211,36,moderate,9857,business,1.0,male,kaggle,moderate,own,good,31,391779.0,684
1212,1212,18,,1943,repairs,2.0,female,kaggle,little,own,bad,23,391779.0,842
1213,1213,24,moderate,5084,radio/TV,2.0,female,kaggle,,own,good,42,391779.0,833
1214,1214,12,moderate,841,business,1.0,female,kaggle,moderate,rent,good,23,391779.0,752
1215,1215,22,,1283,car,2.0,female,kaggle,,rent,good,25,391779.0,382
1216,1216,30,moderate,5234,car,3.0,male,kaggle,little,own,bad,,391779.0,9
1217,1217,15,moderate,1512,repairs,2.0,male,kaggle,rich,own,bad,61,391779.0,449
1218,1218,9,moderate,25364435423,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,708
1219,1219,60,moderate,7418,radio/TV,1.0,male,kaggle,,own,good,27,391779.0,255
1220,1220,30,moderate,2181,car,2.0,male,kaggle,,own,good,36,391779.0,882
1221,1221,12,,707,radio/TV,2.0,male,kaggle,little,own,good,30,391779.0,222
1222,1222,9,,1449,business,2.0,female,kaggle,little,own,good,27,391779.0,389
1223,1223,48,moderate,5096,furniture/equipment,3.0,female,kaggle,little,own,bad,30,391779.0,444
1224,1224,9,moderate,3195,car,1.0,female,kaggle,,own,good,33,391779.0,909
1225,1225,9,moderate,5129,car,3.0,female,kaggle,little,free,bad,74,391779.0,186
1226,1226,15,,3594,car,1.0,female,kaggle,little,own,good,46,391779.0,908
1227,1227,24,little,6872,furniture/equipment,2.0,male,kaggle,little,own,bad,55,391779.0,924
1228,1228,18,little,976,car,1.0,female,kaggle,little,own,bad,23,391779.0,751
1229,1229,8,little,3398,car,1.0,male,kaggle,little,own,good,39,391779.0,325
1230,1230,36,little,3620,furniture/equipment,2.0,male,kaggle,little,own,good,37,391779.0,460
1231,1231,18,moderate,12976,car,3.0,female,kaggle,little,free,bad,38,391779.0,381
1232,1232,6,,1221,furniture/equipment,2.0,male,kaggle,,own,good,27,391779.0,792
1233,1233,24,moderate,11560,car,3.0,female,kaggle,little,rent,bad,23,391779.0,736
1234,1234,28,little,4006,car,1.0,male,kaggle,little,own,bad,45,391779.0,958
1235,1235,36,little,5493,car,2.0,male,kaggle,little,free,good,42,391779.0,501
1236,1236,30,moderate,4280,business,1.0,female,kaggle,moderate,rent,bad,26,391779.0,739
1237,1237,30,,2333,radio/TV,3.0,male,kaggle,quite rich,own,good,30,391779.0,40
1238,1238,36,,7409,business,2.0,male,kaggle,,own,good,37,391779.0,868
1239,1239,24,little,1987,radio/TV,1.0,male,kaggle,little,rent,bad,21,391779.0,731
1240,1240,18,rich,3049,furniture/equipment,1.0,female,kaggle,little,own,good,45,391779.0,539
1241,1241,12,,1655,radio/TV,1.0,male,kaggle,little,own,good,63,391779.0,769
1242,1242,36,moderate,3711,education,2.0,male,kaggle,,own,good,27,391779.0,907
1243,1243,12,,926,car,0.0,female,kaggle,little,own,good,38,391779.0,697
1244,1244,18,,1149,radio/TV,2.0,male,kaggle,rich,own,good,46,391779.0,427
1245,1245,,,,,,,kaggle,,,bad,22,391779.0,555
1246,1246,,,,,,,kaggle,,,,,391779.0,
1247,1247,24,,6842,car,3.0,male,kaggle,,own,good,46,391779.0,939
1248,1248,9,little,1138,radio/TV,1.0,male,kaggle,little,own,good,25,391779.0,713
1249,1249,6,little,1203,car,2.0,male,kaggle,moderate,own,good,43,391779.0,518
1250,1250,10,,2146,furniture/equipment,2.0,female,kaggle,little,rent,good,23,391779.0,372
1251,1251,48,,3609,business,2.0,female,kaggle,little,own,good,27,391779.0,667
1252,1252,48,,6110,education,2.0,male,kaggle,little,free,good,31,391779.0,36
1253,1253,,,,,2.0,female,kaggle,little,own,good,32,391779.0,704
1254,1254,36,,4463,radio/TV,3.0,male,kaggle,little,own,bad,26,391779.0,357
1255,1255,15,,3568,radio/TV,3.0,female,kaggle,little,rent,good,54,391779.0,967
1256,1256,12,moderate,836,car,1.0,female,kaggle,moderate,own,bad,23,391779.0,783
1257,1257,36,moderate,3990,domestic appliances,0.0,female,kaggle,,own,good,29,391779.0,735
1258,1258,48,,12749,radio/TV,3.0,male,kaggle,quite rich,own,good,37,391779.0,921
1259,1259,48,little,7119,furniture/equipment,2.0,male,kaggle,little,free,bad,53,391779.0,522
1260,1260,15,moderate,1514,repairs,2.0,male,kaggle,moderate,own,good,22,391779.0,970
1261,1261,24,moderate,3092,radio/TV,2.0,male,kaggle,moderate,rent,bad,22,391779.0,470
1262,1262,14,little,3973,car,2.0,male,kaggle,little,free,good,22,391779.0,655
1263,1263,12,,3331,furniture/equipment,2.0,male,kaggle,little,own,good,42,391779.0,867
1264,1264,21,moderate,3976,furniture/equipment,2.0,male,kaggle,,own,good,35,391779.0,845
1265,1265,48,moderate,5951,radio/TV,2.0,female,kaggle,little,own,bad,22,391779.0,1
1266,1266,36,moderate,4795,radio/TV,3.0,female,kaggle,little,own,good,30,391779.0,141
1267,1267,24,little,1381,car,2.0,female,kaggle,,own,bad,35,391779.0,414
1268,1268,24,rich,1377,radio/TV,2.0,female,kaggle,moderate,free,good,47,391779.0,702
1269,1269,24,moderate,6967,business,3.0,male,kaggle,moderate,rent,good,36,391779.0,154
1270,1270,21,little,2606,radio/TV,3.0,female,kaggle,little,rent,good,28,391779.0,896
1271,1271,,,,,2.0,female,kaggle,moderate,own,,27,391779.0,492
1272,1272,15,,1478,radio/TV,2.0,male,kaggle,little,own,good,33,391779.0,682
1273,1273,18,moderate,1913,business,2.0,male,kaggle,rich,own,good,36,391779.0,30
1274,1274,36,,2394,radio/TV,2.0,female,kaggle,,own,good,25,391779.0,69
1275,1275,24,,2872,radio/TV,2.0,male,kaggle,moderate,own,good,36,391779.0,160
1276,1276,6,,1740,radio/TV,2.0,male,kaggle,little,rent,good,30,391779.0,
1277,1277,36,little,15857,vacation/others,3.0,male,kaggle,little,own,good,43,391779.0,818
1278,1278,48,,10127,car,2.0,male,kaggle,quite rich,free,bad,44,391779.0,304
1279,1279,12,,1101,car,2.0,male,kaggle,little,own,good,27,391779.0,820
1280,1280,60,moderate,6288,education,2.0,male,kaggle,little,free,bad,42,391779.0,938
1281,1281,15,rich,2327,radio/TV,1.0,female,kaggle,little,own,bad,25,391779.0,834
1282,1282,12,moderate,7472,car,0.0,female,kaggle,,rent,good,24,391779.0,804
1283,1283,12,little,795,education,2.0,female,kaggle,little,own,bad,53,391779.0,885
1284,1284,30,moderate,3832,furniture/equipment,2.0,male,kaggle,little,own,good,22,391779.0,79
1285,1285,24,little,2325,car,2.0,male,kaggle,moderate,own,good,32,391779.0,740
1286,1286,48,little,3931,car,2.0,male,kaggle,little,free,bad,46,391779.0,814
1287,1287,14,,802,car,1.0,male,kaggle,little,own,good,27,391779.0,403
1288,1288,36,,5742,business,2.0,male,kaggle,moderate,own,good,31,391779.0,671
1289,1289,,,,,2.0,female,kaggle,little,rent,bad,25,391779.0,707
1290,1290,48,moderate,3979,radio/TV,2.0,male,kaggle,,own,good,41,391779.0,568
1291,1291,36,,,radio/TV,,,kaggle,,,good,,391779.0,
1292,1292,18,,1984,furniture/equipment,2.0,male,kaggle,little,free,good,47,391779.0,133
1293,1293,9,moderate,1206,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,708
1294,1294,12,,522,radio/TV,2.0,male,kaggle,quite rich,own,good,42,391779.0,933
1295,1295,30,,1867,radio/TV,2.0,male,kaggle,,own,good,58,391779.0,928
1296,1296,8,little,731,car,1.0,male,kaggle,little,own,good,47,391779.0,823
1297,1297,18,rich,2100,radio/TV,2.0,male,kaggle,little,own,bad,37,391779.0,37
1298,1298,15,rich,2687,business,2.0,male,kaggle,little,rent,good,26,391779.0,512
1299,1299,27,,8613,car,2.0,male,kaggle,rich,own,good,27,391779.0,136
1300,1300,12,moderate,1410,education,1.0,male,kaggle,little,own,good,31,391779.0,782
1301,1301,24,little,1207,car,2.0,female,kaggle,little,rent,bad,24,391779.0,504
1302,1302,30,moderate,8386,furniture/equipment,2.0,male,kaggle,little,own,bad,49,391779.0,980
1303,1303,24,moderate,3758,radio/TV,0.0,female,kaggle,quite rich,rent,good,23,391779.0,347
1304,1304,18,,1126,radio/TV,2.0,female,kaggle,,rent,good,21,391779.0,386
1305,1305,36,,4686,car,3.0,male,kaggle,little,free,good,32,391779.0,511
1306,1306,24,moderate,4113,car,2.0,female,kaggle,quite rich,rent,bad,28,391779.0,952
1307,1307,18,,1169,radio/TV,2.0,male,kaggle,,own,good,29,391779.0,894
1308,1308,36,little,8335,car,2.0,male,kaggle,,free,bad,47,391779.0,828
1309,1309,24,little,3349,furniture/equipment,2.0,male,kaggle,quite rich,free,bad,30,391779.0,
1310,1310,18,little,3114,furniture/equipment,2.0,female,kaggle,little,rent,bad,26,391779.0,475
1311,1311,12,moderate,1092,radio/TV,2.0,female,kaggle,little,own,good,49,391779.0,288
1312,1312,9,,2301,furniture/equipment,2.0,female,kaggle,moderate,rent,good,22,391779.0,795
1313,1313,15,,874,domestic appliances,2.0,female,kaggle,,own,good,24,391779.0,873
1314,1314,12,,1393,education,2.0,,kaggle,little,own,good,,391779.0,635
1315,1315,,,,,,,kaggle,,,bad,31,391779.0,559
1316,1316,24,little,2303,car,2.0,male,kaggle,little,own,bad,45,391779.0,652
1317,1317,24,moderate,2064,furniture/equipment,3.0,female,kaggle,1243342,own,bad,34,391779.0,172
1318,1318,30,moderate,3832,furniture/equipment,2.0,male,kaggle,little,own,good,22,391779.0,79
1319,1319,18,,1505,radio/TV,3.0,male,kaggle,little,free,good,32,391779.0,717
1320,1320,10,rich,1225,,2.0,male,kaggle,little,own,good,37,391779.0,38
1321,1321,6,,1898,radio/TV,1.0,male,kaggle,,own,good,34,391779.0,159
1322,1322,9,little,1138,radio/TV,1.0,male,kaggle,little,own,good,25,391779.0,713
1323,1323,12,,618,radio/TV,2.0,male,kaggle,little,own,good,56,391779.0,
1325,1325,24,,2223,radio/TV,2.0,male,kaggle,moderate,own,good,52,391779.0,773
1326,1326,11,moderate,1322,car,2.0,female,kaggle,rich,own,good,40,391779.0,875
1327,1327,6,moderate,368,radio/TV,2.0,male,kaggle,,own,good,38,391779.0,493
1328,1328,12,,930,radio/TV,2.0,male,kaggle,,own,good,65,391779.0,807
1329,1329,48,moderate,8358,car,2.0,female,kaggle,quite rich,own,good,30,391779.0,
1330,1330,12,little,900,car,2.0,male,kaggle,,own,bad,23,391779.0,661
1331,1331,9,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,391779.0,723
1332,1332,12,little,2171,car,1.0,male,kaggle,little,own,good,38,391779.0,892
1333,1333,24,,,radio/TV,2.0,male,kaggle,little,own,good,,391779.0,508
1334,1334,24,little,2359,furniture/equipment,2.0,male,kaggle,moderate,own,bad,33,391779.0,918
1335,1335,12,little,759,car,2.0,male,kaggle,,own,bad,26,391779.0,510
1336,1336,47,little,10722,car,1.0,female,kaggle,little,own,good,35,391779.0,285
1337,1337,6,rich,1323,car,2.0,male,kaggle,moderate,own,,28,391779.0,499
1338,1338,9,moderate,790,radio/TV,1.0,female,kaggle,quite rich,own,good,66,391779.0,723
1339,1339,30,rich,3656,radio/TV,1.0,male,kaggle,,own,good,49,391779.0,956
1340,1340,18,moderate,1924,furniture/equipment,2.0,female,kaggle,,rent,bad,27,391779.0,124
1341,1341,18,,2404,radio/TV,2.0,female,kaggle,little,own,good,26,391779.0,276
1342,1342,24,little,4169,furniture/equipment,2.0,male,kaggle,little,own,good,28,391779.0,338
1343,1343,18,moderate,1941,business,1.0,male,kaggle,rich,own,good,35,391779.0,785
1344,1344,6,rich,1299,car,0.0,male,kaggle,little,own,good,74,391779.0,756
1345,1345,7,moderate,2415,radio/TV,,male,kaggle,little,own,good,34,391779.0,28
1346,1346,48,moderate,3566,business,2.0,male,kaggle,moderate,own,good,30,391779.0,145
1347,1347,18,moderate,1941,business,1.0,male,kaggle,rich,own,good,35,391779.0,785
1348,1348,11,little,3939,car,1.0,male,kaggle,little,own,good,40,391779.0,969
1349,1349,24,,3062,furniture/equipment,2.0,male,kaggle,quite rich,rent,good,32,391779.0,794
1350,1350,48,moderate,8358,car,2.0,female,kaggle,quite rich,own,good,30,391779.0,945
1351,1351,6,little,2647,radio/TV,2.0,male,kaggle,quite rich,rent,good,44,391779.0,21
1352,1352,24,moderate,1935,business,2.0,male,kaggle,little,own,bad,31,391779.0,169
1353,1353,30,,5954,radio/TV,2.0,male,kaggle,little,own,good,38,391779.0,571
1354,1354,12,,1574,furniture/equipment,2.0,male,kaggle,little,own,good,50,391779.0,281
1355,1355,12,moderate,1155,radio/TV,1.0,male,kaggle,little,own,good,40,391779.0,765
1356,1356,12,,682,car,2.0,female,kaggle,moderate,own,good,51,391779.0,147
1357,1357,12,rich,3016,radio/TV,2.0,male,kaggle,little,own,good,24,391779.0,821
1358,1358,,,,,,,kaggle,,,bad,24,391779.0,561
1359,1359,30,moderate,2991,radio/TV,2.0,female,kaggle,,own,good,25,391779.0,912
1360,1360,27,moderate,8318,business,3.0,female,kaggle,little,free,bad,42,391779.0,491
1361,1361,36,,10974,furniture/equipment,3.0,female,kaggle,little,own,bad,26,391779.0,953
1362,1362,24,,6314,vacation/others,3.0,male,kaggle,little,own,good,27,391779.0,665
1363,1363,6,,700,radio/TV,2.0,male,kaggle,,free,good,36,391779.0,519
1364,1364,12,little,1289,furniture/equipment,1.0,male,kaggle,little,own,good,21,391779.0,587
1365,1365,6,little,428,furniture/equipment,2.0,female,kaggle,little,own,good,49,391779.0,750
1366,1366,48,,10222,radio/TV,2.0,male,kaggle,,own,good,37,391779.0,657
1368,1368,8,moderate,760,radio/TV,1.0,female,kaggle,little,own,good,44,391779.0,732
1369,1369,30,rich,3017,radio/TV,2.0,male,kaggle,little,own,good,47,391779.0,669
1370,1370,12,,1555,repairs,2.0,male,kaggle,rich,free,bad,55,391779.0,754
1371,1371,27,,2570,car,2.0,female,kaggle,little,rent,bad,21,391779.0,724
1372,1372,12,rich,1297,radio/TV,2.0,male,kaggle,little,rent,good,,391779.0,660
1373,1373,,,,business,3.0,male,kaggle,little,own,good,74,391779.0,606
1374,1374,21,,3275,car,3.0,male,kaggle,little,own,good,36,391779.0,772
1375,1375,12,little,1498,radio/TV,2.0,female,kaggle,little,own,good,23,391779.0,934
1376,1376,18,little,3509,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,777
1377,1377,9,,1980,furniture/equipment,2.0,female,kaggle,little,rent,bad,19,391779.0,633
1378,1378,24,little,1938,radio/TV,2.0,male,kaggle,little,own,bad,32,391779.0,321
1379,1379,24,little,7721,furniture/equipment,2.0,female,kaggle,,own,good,30,391779.0,108
1380,1380,24,little,3660,radio/TV,2.0,female,kaggle,little,own,good,28,391779.0,630
1381,1381,48,moderate,3979,radio/TV,2.0,male,kaggle,,own,good,41,391779.0,568
1382,1382,36,moderate,3990,domestic appliances,0.0,female,kaggle,,own,good,29,391779.0,735
1383,1383,21,,3160,radio/TV,2.0,male,kaggle,,own,good,41,391779.0,742
1384,1384,6,,2108,radio/TV,2.0,male,kaggle,little,rent,good,29,391779.0,193
1385,1385,18,moderate,6260,car,1.0,male,kaggle,little,rent,good,28,391779.0,112
1386,1386,18,moderate,2622,business,2.0,male,kaggle,moderate,own,good,34,391779.0,97
1387,1387,27,little,2442,business,3.0,male,kaggle,little,own,good,43,391779.0,890
1388,1388,12,,2859,car,3.0,male,kaggle,,own,good,38,391779.0,947
1389,1389,12,rich,939,car,2.0,male,kaggle,quite rich,own,bad,28,391779.0,409
1390,1390,12,little,2122,car,1.0,male,kaggle,little,rent,good,39,391779.0,494
1391,1391,24,,3488,car,2.0,female,kaggle,moderate,own,good,23,391779.0,523
1392,1392,24,moderate,1355,car,,female,kaggle,little,,bad,25,391779.0,634
1393,1393,24,moderate,4057,furniture/equipment,2.0,male,kaggle,little,own,bad,43,391779.0,884
1394,1394,18,little,2462,furniture/equipment,2.0,male,kaggle,little,own,bad,22,391779.0,143
1395,1395,6,moderate,454,repairs,1.0,male,kaggle,little,own,good,22,391779.0,964
1396,1396,,,,,1.0,male,kaggle,little,own,good,37,391779.0,709
1397,1397,20,little,2235,car,2.0,male,kaggle,little,rent,bad,33,391779.0,850
1398,1398,27,moderate,3915,business,2.0,male,kaggle,little,own,bad,36,391779.0,192
1399,1399,12,moderate,1567,radio/TV,2.0,female,kaggle,little,own,good,22,391779.0,12
1400,1400,4,,3380,car,2.0,female,kaggle,little,own,good,37,391779.0,734
1401,1401,18,,1505,radio/TV,3.0,male,kaggle,little,free,good,32,391779.0,717
1402,1402,12,little,795,education,2.0,female,kaggle,little,own,bad,53,391779.0,885
1403,1403,24,little,4817,car,2.0,male,kaggle,little,own,bad,31,391779.0,454
1404,1404,10,,1231,car,1.0,male,kaggle,little,own,good,32,391779.0,264
1405,1405,12,little,1526,car,3.0,male,kaggle,little,free,good,66,391779.0,75
1406,1406,18,,3780,furniture/equipment,3.0,male,kaggle,little,own,good,35,391779.0,824
1407,1407,48,moderate,5096,furniture/equipment,3.0,female,kaggle,little,own,bad,30,391779.0,444
1408,1408,39,moderate,11760,education,2.0,male,kaggle,moderate,rent,good,32,391779.0,395
1409,1409,12,,640,car,1.0,male,kaggle,little,own,good,49,391779.0,619
1410,1410,12,little,2577,furniture/equipment,2.0,male,kaggle,little,own,good,42,391779.0,176
1411,1411,14,,802,car,1.0,male,kaggle,little,own,good,27,391779.0,403
1412,1412,12,little,709,radio/TV,1.0,male,kaggle,little,own,bad,57,391779.0,849
1413,1413,12,little,1372,car,2.0,male,kaggle,little,own,bad,36,391779.0,566
1414,1414,12,,522,radio/TV,2.0,male,kaggle,quite rich,own,good,42,391779.0,933
1415,1415,36,little,8335,car,2.0,male,kaggle,,free,bad,47,391779.0,828
1416,1416,6,moderate,931,car,1.0,female,kaggle,moderate,own,bad,32,391779.0,595
1417,1417,15,,,radio/TV,,,kaggle,,,good,,391779.0,
1418,1418,10,,2210,furniture/equipment,1.0,male,kaggle,little,rent,bad,25,391779.0,864
1419,1419,28,,2743,radio/TV,2.0,male,kaggle,little,own,good,29,391779.0,426
1420,1420,24,little,1382,business,2.0,male,kaggle,moderate,own,good,26,391779.0,872
1421,1421,18,little,-23456654,radio/TV,2.0,female,kaggle,little,own,good,27,391779.0,866
1422,1422,18,little,3104,business,2.0,male,kaggle,little,own,good,31,391779.0,216
1423,1423,6,,4611,furniture/equipment,2.0,female,kaggle,little,own,bad,32,391779.0,278
1424,1424,24,moderate,7758,car,2.0,female,kaggle,rich,rent,good,29,391779.0,153
1425,1425,18,little,2659,furniture/equipment,2.0,male,kaggle,rich,own,good,28,391779.0,323
1426,1426,6,,1740,radio/TV,2.0,male,kaggle,little,rent,good,30,391779.0,960
1427,1427,24,,3235,,,male,kaggle,,own,,26,391779.0,408
1428,1428,,,6110,education,2.0,male,kaggle,little,free,good,31,391779.0,36
1429,1429,24,,1559,business,2.0,male,kaggle,little,own,good,50,391779.0,843
1430,1430,24,,1940,car,2.0,male,kaggle,rich,own,good,60,391779.0,781
1431,1431,21,,2241,furniture/equipment,2.0,male,kaggle,little,own,good,50,391779.0,662
1432,1432,30,,6742,radio/TV,2.0,male,kaggle,,own,good,36,391779.0,879
1433,1433,18,,1169,radio/TV,2.0,male,kaggle,,own,good,29,391779.0,894
1434,1434,15,,1569,radio/TV,1.0,male,kaggle,moderate,own,good,34,391779.0,991
1435,1435,18,moderate,2427,,2.0,male,kaggle,,own,good,42,391779.0,977
1436,1436,12,little,2577,furniture/equipment,2.0,male,kaggle,little,own,good,42,391779.0,176
1437,1437,15,little,975,furniture/equipment,2.0,male,kaggle,little,own,good,25,391779.0,690
1438,1438,24,moderate,4351,furniture/equipment,1.0,female,kaggle,,own,good,48,391779.0,317
1439,1439,6,,6761,car,3.0,male,kaggle,little,own,good,45,391779.0,738
1440,1440,48,moderate,3844,business,1.0,male,kaggle,moderate,free,bad,34,391779.0,191
1441,1441,24,little,3345,furniture/equipment,3.0,male,kaggle,little,rent,bad,39,391779.0,919
1442,1442,11,little,3905,car,2.0,male,kaggle,little,rent,good,36,391779.0,456
1443,1443,24,,1585,furniture/equipment,2.0,male,kaggle,little,own,good,40,391779.0,497
1444,1444,10,little,2241,car,1.0,male,kaggle,little,rent,good,48,391779.0,22
1445,1445,30,,4530,radio/TV,3.0,female,kaggle,little,rent,good,26,391779.0,675
1446,1446,15,,5045,car,2.0,female,kaggle,,own,good,59,391779.0,760
1447,1447,36,,8947,car,3.0,male,kaggle,,own,good,31,391779.0,895
1448,1448,36,little,8065,education,3.0,female,kaggle,little,own,bad,25,391779.0,771
1449,1449,48,moderate,6416,business,2.0,female,kaggle,little,rent,bad,59,391779.0,728
1450,1450,22,,2675,radio/TV,2.0,male,kaggle,quite rich,own,good,40,391779.0,786
1451,1451,24,little,4870,car,2.0,male,kaggle,little,free,bad,53,391779.0,4
1452,1452,12,,2292,,3.0,male,kaggle,little,,,42,391779.0,412
1453,1453,30,moderate,3496,furniture/equipment,2.0,male,kaggle,rich,own,good,34,391779.0,666
1454,1454,24,,3868,car,3.0,female,kaggle,little,rent,good,41,391779.0,121
1455,1455,9,moderate,2030,furniture/equipment,2.0,male,kaggle,,own,good,24,391779.0,254
1456,1456,12,little,3499,car,2.0,female,kaggle,little,own,bad,29,391779.0,129
1457,1457,21,little,1602,car,2.0,male,kaggle,little,own,good,30,391779.0,825
1458,1458,10,,1347,radio/TV,,,kaggle,,,good,,391779.0,686
1459,1459,15,moderate,2631,car,2.0,female,kaggle,moderate,rent,bad,28,391779.0,531
1460,1460,60,moderate,9157,radio/TV,3.0,male,kaggle,,free,good,27,391779.0,616
1461,1461,12,little,1680,radio/TV,2.0,male,kaggle,quite rich,own,good,35,391779.0,114
1462,1462,,,,,,,kaggle,,,good,23,391779.0,417
1463,1463,,,,,1.0,male,kaggle,little,own,,37,391779.0,
1464,1464,36,rich,4210,radio/TV,2.0,male,kaggle,little,own,bad,26,391779.0,230
1465,1465,11,little,3939,car,1.0,male,kaggle,little,own,good,40,391779.0,969
1466,1466,12,,996,repairs,2.0,female,kaggle,,own,good,23,391779.0,550
1467,1467,10,rich,1275,furniture/equipment,2.0,female,kaggle,little,own,good,23,391779.0,604
1468,1468,15,,3556,car,2.0,male,kaggle,,own,good,29,391779.0,962
1469,1469,12,little,1108,repairs,2.0,male,kaggle,,own,bad,28,391779.0,89
1470,1470,9,little,1364,radio/TV,2.0,male,kaggle,little,own,good,59,391779.0,848
1471,1471,15,,1316,radio/TV,1.0,male,kaggle,quite rich,own,good,47,391779.0,726
1472,1472,21,moderate,2353,car,2.0,male,kaggle,little,own,good,47,391779.0,
1473,1473,30,,5771,radio/TV,2.0,female,kaggle,little,own,good,25,391779.0,753
1474,1474,18,moderate,1301,radio/TV,1.0,male,kaggle,little,own,good,32,391779.0,498
1475,1475,18,,3422,furniture/equipment,2.0,male,kaggle,little,own,good,47,391779.0,844
1476,1476,15,,1532,education,2.0,female,kaggle,moderate,own,good,31,391779.0,526
1477,1477,36,moderate,5800,car,2.0,male,kaggle,little,own,good,34,391779.0,893
1478,1478,24,little,1823,radio/TV,3.0,male,kaggle,little,own,bad,30,391779.0,235
1479,1479,48,little,4308,business,,female,kaggle,little,rent,bad,24,391779.0,11
1480,1480,12,little,2578,furniture/equipment,3.0,female,kaggle,little,free,good,55,391779.0,396
1481,1481,24,moderate,3878,car,2.0,male,kaggle,moderate,own,good,37,391779.0,284
1482,1482,,,,,3.0,female,kaggle,little,own,,26,391779.0,
1483,1483,24,moderate,1355,car,1.0,female,kaggle,little,own,bad,25,391779.0,634
1484,1484,24,moderate,3092,radio/TV,2.0,male,kaggle,moderate,rent,bad,22,391779.0,470
1485,1485,12,little,691,car,2.0,male,kaggle,little,own,bad,35,391779.0,759
1486,1486,11,,1393,car,3.0,female,kaggle,little,own,good,35,391779.0,45
1487,1487,30,little,10623,car,3.0,male,kaggle,little,free,good,38,391779.0,205
1488,1488,12,moderate,754,education,2.0,male,kaggle,,own,good,38,391779.0,463
1489,1489,24,,4042,car,2.0,male,kaggle,,own,good,43,391779.0,851
1490,1490,20,little,2235,car,2.0,male,kaggle,little,rent,bad,33,391779.0,850
1491,1491,6,,783,car,1.0,male,kaggle,,own,good,26,391779.0,55
1492,1492,15,little,975,furniture/equipment,2.0,male,kaggle,little,own,good,25,391779.0,690
1493,1493,36,,3535,car,2.0,male,kaggle,little,own,good,37,391779.0,776
1494,1494,,,,,,,kaggle,,,bad,29,391779.0,557
1495,1495,8,moderate,1414,radio/TV,2.0,male,kaggle,little,own,good,33,391779.0,173
1496,1496,9,rich,745,radio/TV,1.0,female,kaggle,little,own,bad,28,391779.0,936
1497,1497,24,little,6872,furniture/equipment,2.0,male,kaggle,little,own,bad,55,391779.0,924
1498,1498,12,little,3651,car,2.0,male,kaggle,rich,own,good,31,391779.0,689
1499,1499,6,rich,1047,education,1.0,female,kaggle,little,,good,50,391779.0,664
1500,1500,24,little,6419,car,3.0,female,kaggle,little,free,good,44,391779.0,292
1501,1501,24,,4042,car,2.0,male,kaggle,,own,good,43,391779.0,851
1502,1502,9,moderate,1919,furniture/equipment,2.0,male,kaggle,little,rent,good,35,391779.0,103
1503,1503,6,,1898,radio/TV,1.0,male,kaggle,,own,good,34,391779.0,159
1504,1504,36,,8947,car,3.0,male,kaggle,,own,good,31,391779.0,895
1505,1505,36,moderate,9034,furniture/equipment,3.0,male,kaggle,moderate,rent,bad,29,391779.0,496
1506,1506,12,little,2149,radio/TV,2.0,male,kaggle,little,free,bad,29,391779.0,257
1507,1507,18,moderate,7374,furniture/equipment,3.0,male,kaggle,little,own,good,40,391779.0,387
1508,1508,6,little,3384,furniture/equipment,3.0,male,kaggle,little,rent,bad,44,391779.0,335
1509,1509,12,,3527,car,3.0,male,kaggle,,own,good,45,391779.0,940
1510,1510,18,,1473,radio/TV,2.0,male,kaggle,little,own,good,39,391779.0,400
1511,1511,6,,,car,2.0,female,kaggle,little,own,good,37,391779.0,515
1512,1512,10,,2848,car,2.0,male,kaggle,moderate,own,good,32,391779.0,916
1513,1513,9,rich,1126,radio/TV,2.0,male,kaggle,moderate,own,good,49,391779.0,502
1514,1514,12,moderate,3617,furniture/equipment,2.0,male,kaggle,little,rent,good,28,391779.0,768
1515,1515,15,,3343,furniture/equipment,2.0,male,kaggle,little,free,good,28,391779.0,857
1516,1516,12,little,1620,furniture/equipment,2.0,female,kaggle,little,own,good,30,391779.0,441
1517,1517,24,,5150,furniture/equipment,2.0,male,kaggle,little,own,good,33,391779.0,676
1518,1518,18,little,2124,furniture/equipment,2.0,female,kaggle,little,rent,bad,24,391779.0,761
1519,1519,24,,3105,radio/TV,2.0,male,kaggle,,own,good,25,391779.0,534
1520,1520,48,little,3931,car,2.0,male,kaggle,little,free,bad,46,391779.0,814
1521,1521,36,little,8065,education,3.0,female,kaggle,little,own,bad,25,391779.0,771
1522,1522,18,moderate,1795,radio/TV,1.0,female,kaggle,little,rent,good,48,391779.0,801
1523,1523,15,moderate,2631,repairs,1.0,female,kaggle,moderate,own,good,25,391779.0,691
1524,1524,24,little,2924,car,2.0,male,kaggle,little,own,good,63,391779.0,465
1525,1525,18,,1126,radio/TV,2.0,female,kaggle,,rent,good,21,391779.0,386
